split,feature,threshold,direction,ret_col,label,n_trades,avg_gross_pct,avg_net_pct,hit_rate,total_net_pct,ann_return_pct,sharpe,max_drawdown_pct,profit_factor,trades_per_year,cost_bps,bars_per_year,secondary_threshold
train,liquidation_proxy,3.0,reversal,fwd_ret_4h,train/maker/liq/ret=3.0/vol=2.0/fwd_ret_4h,28,0.01504188959597284,-0.04495811040402714,0.5,-1.25882709131276,-8.2257758348473,-0.5814199563736446,-4.987802386631445,0.8872706769010371,182.96533730898247,6.000000000000001,35040,2.0
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/taker/liq/ret=2.0/vol=1.0/fwd_ret_1h,191,0.08147697102266499,-0.018523028977335074,0.518324607329843,-3.5378985346709997,-7.128246521847034,-0.3315709318833168,-18.243802293928013,0.9498472322910315,384.8315807619376,10.0,35040,1.0
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/maker/liq/ret=2.0/vol=1.0/fwd_ret_1h,191,0.08147697102266499,0.02147697102266497,0.5497382198952879,4.102101465329009,8.265016708630489,0.3844478840220732,-15.644052065429658,1.0612481247296215,384.8315807619376,6.000000000000001,35040,1.0
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/taker/liq/ret=2.0/vol=1.0/fwd_ret_4h,156,0.019487793674441353,-0.08051220632555874,0.4807692307692308,-12.559904186787163,-25.306009332040745,-1.0206084515576799,-20.61140248690879,0.845058516566454,314.3127047060851,10.0,35040,1.0
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/maker/liq/ret=2.0/vol=1.0/fwd_ret_4h,156,0.019487793674441353,-0.040512206325558686,0.5064102564102564,-6.319904186787155,-12.733501143797321,-0.5135507031060951,-18.951748037308015,0.9188772127012653,314.3127047060851,6.000000000000001,35040,1.0
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/taker/liq/ret=2.0/vol=1.5/fwd_ret_1h,162,0.049429707727560515,-0.050570292272439574,0.5123456790123457,-8.19238734813521,-16.506227085848018,-0.8183950502351778,-20.742261823710017,0.8723788689060564,326.4016548870884,10.0,35040,1.5
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/maker/liq/ret=2.0/vol=1.5/fwd_ret_1h,162,0.049429707727560515,-0.01057029227243947,0.5493827160493827,-1.712387348135194,-3.4501608903644456,-0.17106238636509058,-18.59786619907173,0.9719949803037441,326.4016548870884,6.000000000000001,35040,1.5
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/taker/liq/ret=2.0/vol=1.5/fwd_ret_4h,137,0.017550994016655115,-0.08244900598334497,0.48905109489051096,-11.295513819718261,-22.758483972568012,-0.9232029284423615,-19.909569328017497,0.8503621827749488,276.0310291329081,10.0,35040,1.5
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/maker/liq/ret=2.0/vol=1.5/fwd_ret_4h,137,0.017550994016655115,-0.04244900598334499,0.5109489051094891,-5.815513819718262,-11.717242807251688,-0.4753125421694928,-17.701212106431075,0.9200552383689172,276.0310291329081,6.000000000000001,35040,1.5
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/taker/liq/ret=2.0/vol=2.0/fwd_ret_1h,122,0.01667094273425119,-0.08332905726574888,0.4918032786885246,-10.166144986421363,-20.49477995767715,-1.1132347273410361,-16.49503702259566,0.8035059354091626,245.94997987696198,10.0,35040,2.0
val,liquidation_proxy,2.0,reversal,fwd_ret_1h,val/maker/liq/ret=2.0/vol=2.0/fwd_ret_1h,122,0.01667094273425119,-0.04332905726574887,0.5327868852459017,-5.2861449864213625,-10.656780762598668,-0.5788546376727881,-14.739944102793512,0.892865404511477,245.94997987696198,6.000000000000001,35040,2.0
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/taker/liq/ret=2.0/vol=2.0/fwd_ret_4h,105,-0.13417161854164136,-0.23417161854164145,0.45714285714285713,-24.588019946872354,-49.569041074980284,-2.3154239980755498,-20.953126751163854,0.6333204524901463,211.67826136951646,10.0,35040,2.0
val,liquidation_proxy,2.0,reversal,fwd_ret_4h,val/maker/liq/ret=2.0/vol=2.0/fwd_ret_4h,105,-0.13417161854164136,-0.19417161854164142,0.4857142857142857,-20.388019946872348,-41.101910620199625,-1.9199150952468642,-17.595420751222267,0.6855367188624617,211.67826136951646,6.000000000000001,35040,2.0
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/taker/liq/ret=2.5/vol=1.0/fwd_ret_1h,141,0.10663510602638696,0.006635106026386896,0.524822695035461,0.9355499497205523,1.8860532074398577,0.09157140732170926,-13.797626712476207,1.0164233013586041,284.2536652676364,10.0,35040,1.0
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/maker/liq/ret=2.5/vol=1.0/fwd_ret_1h,141,0.10663510602638696,0.04663510602638692,0.5531914893617021,6.575549949720556,13.25619981814532,0.643613270451206,-11.768406966158885,1.1209533295383167,284.2536652676364,6.000000000000001,35040,1.0
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/taker/liq/ret=2.5/vol=1.0/fwd_ret_4h,118,0.06740130480020794,-0.03259869519979215,0.5084745762711864,-3.8466460335754737,-7.754774709440028,-0.3276442624903696,-15.863290959780185,0.9408813053223192,237.8860461105042,10.0,35040,1.0
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/maker/liq/ret=2.5/vol=1.0/fwd_ret_4h,118,0.06740130480020794,0.007401304800207814,0.5338983050847458,0.873353966424522,1.7606671349801322,0.07438932870987988,-14.84756830400552,1.013905899952617,237.8860461105042,6.000000000000001,35040,1.0
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/taker/liq/ret=2.5/vol=1.5/fwd_ret_1h,124,0.0543918663385223,-0.04560813366147779,0.5161290322580645,-5.655408574023246,-11.401210040795211,-0.5847659125811,-17.63046297671459,0.8969428555611354,249.98194676019085,10.0,35040,1.5
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/maker/liq/ret=2.5/vol=1.5/fwd_ret_1h,124,0.0543918663385223,-0.005608133661477788,0.5483870967741935,-0.6954085740232457,-1.4019321703875747,-0.07190483659717867,-15.960825001997792,0.9867682358644696,249.98194676019085,6.000000000000001,35040,1.5
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/taker/liq/ret=2.5/vol=1.5/fwd_ret_4h,106,0.046912738519582386,-0.0530872614804177,0.5094339622641509,-5.627249716924276,-11.3444422511489,-0.48661509040196027,-15.74678890669874,0.9100294629845005,213.6942448111309,10.0,35040,1.5
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/maker/liq/ret=2.5/vol=1.5/fwd_ret_4h,106,0.046912738519582386,-0.013087261480417714,0.5283018867924528,-1.3872497169242777,-2.796672458703666,-0.11996209167347412,-14.147845564663363,0.9770698114147743,213.6942448111309,6.000000000000001,35040,1.5
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/taker/liq/ret=2.5/vol=2.0/fwd_ret_1h,100,0.02751695112258723,-0.07248304887741286,0.51,-7.248304887741286,-14.612462633459463,-0.8103430781427549,-13.58287689419484,0.8416956202363441,201.59834416144423,10.0,35040,2.0
val,liquidation_proxy,2.5,reversal,fwd_ret_1h,val/maker/liq/ret=2.5/vol=2.0/fwd_ret_1h,100,0.02751695112258723,-0.032483048877412865,0.55,-3.2483048877412863,-6.548528867001694,-0.36315268497193254,-12.153950909032151,0.9260180219245641,201.59834416144423,6.000000000000001,35040,2.0
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/taker/liq/ret=2.5/vol=2.0/fwd_ret_4h,88,-0.10867332411875459,-0.2086733241187547,0.48863636363636365,-18.363252522450413,-37.020013019444676,-1.8185731347163197,-15.876270693639993,0.6850068270208828,177.40654286207092,10.0,35040,2.0
val,liquidation_proxy,2.5,reversal,fwd_ret_4h,val/maker/liq/ret=2.5/vol=2.0/fwd_ret_4h,88,-0.10867332411875459,-0.1686733241187547,0.5113636363636364,-14.843252522450415,-29.923751304961844,-1.469975987975823,-13.141100561473728,0.7374300834105939,177.40654286207092,6.000000000000001,35040,2.0
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/taker/liq/ret=3.0/vol=1.0/fwd_ret_1h,99,0.09680447843594009,-0.0031955215640599994,0.5151515151515151,-0.31635663484194,-0.6377697374862176,-0.03481975888952036,-15.017476894712445,0.9929157583214127,199.5823607198298,10.0,35040,1.0
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/maker/liq/ret=3.0/vol=1.0/fwd_ret_1h,99,0.09680447843594009,0.03680447843594,0.5353535353535354,3.6436433651580598,7.3455246913069745,0.40103721395820324,-13.750382180486675,1.0851847736824811,199.5823607198298,6.000000000000001,35040,1.0
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/taker/liq/ret=3.0/vol=1.0/fwd_ret_4h,88,0.14567266840760476,0.04567266840760467,0.5227272727272727,4.019194819869211,8.10263020547887,0.3589072895113683,-13.445230005357867,1.0775844436852733,177.40654286207092,10.0,35040,1.0
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/maker/liq/ret=3.0/vol=1.0/fwd_ret_4h,88,0.14567266840760476,0.08567266840760467,0.5340909090909091,7.539194819869211,15.198891919961707,0.6732373271682955,-12.400315819245622,1.1503861912871285,177.40654286207092,6.000000000000001,35040,1.0
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/taker/liq/ret=3.0/vol=1.5/fwd_ret_1h,93,0.05706233941006179,-0.0429376605899383,0.4946236559139785,-3.9932024348642625,-8.050229987700828,-0.4446046106458184,-15.785045430078682,0.910382620537226,187.48646007014315,10.0,35040,1.5
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/maker/liq/ret=3.0/vol=1.5/fwd_ret_1h,93,0.05706233941006179,-0.002937660589938321,0.5161290322580645,-0.2732024348642639,-0.5507715848951042,-0.03041845840816846,-14.597744351067632,0.9936041192395507,187.48646007014315,6.000000000000001,35040,1.5
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/taker/liq/ret=3.0/vol=1.5/fwd_ret_4h,84,0.12322400063620492,0.02322400063620484,0.5119047619047619,1.9508160534412067,3.9328128613731077,0.17633790011858286,-13.016866174646225,1.038277394848651,169.34260909561317,10.0,35040,1.5
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/maker/liq/ret=3.0/vol=1.5/fwd_ret_4h,84,0.12322400063620492,0.06322400063620483,0.5238095238095238,5.310816053441206,10.706517225197633,0.48005456441057826,-12.037179068985026,1.1076517047302743,169.34260909561317,6.000000000000001,35040,1.5
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/taker/liq/ret=3.0/vol=2.0/fwd_ret_1h,77,0.04018018755128335,-0.05981981244871673,0.4935064935064935,-4.606125558551188,-9.28587285603627,-0.5519312056864819,-12.631539208399523,0.8775833155134385,155.23072500431206,10.0,35040,2.0
val,liquidation_proxy,3.0,reversal,fwd_ret_1h,val/maker/liq/ret=3.0/vol=2.0/fwd_ret_1h,77,0.04018018755128335,-0.019819812448716705,0.5194805194805194,-1.5261255585511861,-3.0766438558637836,-0.18286872749188673,-11.57680191193874,0.9577293167063646,155.23072500431206,6.000000000000001,35040,2.0
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/taker/liq/ret=3.0/vol=2.0/fwd_ret_4h,71,-0.05991870696997752,-0.15991870696997762,0.49295774647887325,-11.35422819486841,-22.889936033166556,-1.1902454287906614,-11.189851730699353,0.76228086404666,143.1348243546254,10.0,35040,2.0
val,liquidation_proxy,3.0,reversal,fwd_ret_4h,val/maker/liq/ret=3.0/vol=2.0/fwd_ret_4h,71,-0.05991870696997752,-0.11991870696997757,0.5070422535211268,-8.514228194868407,-17.164543058981536,-0.8925328093373004,-9.067547805224086,0.816231621537479,143.1348243546254,6.000000000000001,35040,2.0
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/taker/liq/ret=2.0/vol=1.0/fwd_ret_1h,206,-0.050945584205467256,-0.15094558420546733,0.39805825242718446,-31.094790346326274,-61.88952311424105,-3.5330345984908766,-29.509883635785673,0.6201238069054976,410.012147357666,10.0,35040,1.0
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/maker/liq/ret=2.0/vol=1.0/fwd_ret_1h,206,-0.050945584205467256,-0.11094558420546725,0.4563106796116505,-22.854790346326258,-45.48903721993438,-2.596794001036443,-25.082029943163864,0.7035035077796273,410.012147357666,6.000000000000001,35040,1.0
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/taker/liq/ret=2.0/vol=1.0/fwd_ret_4h,166,-0.09258499358129592,-0.19258499358129602,0.43373493975903615,-31.96910893449514,-63.62972331720144,-2.8751010451990826,-34.95801525479223,0.6627520089398462,330.3981381620027,10.0,35040,1.0
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/maker/liq/ret=2.0/vol=1.0/fwd_ret_4h,166,-0.09258499358129592,-0.15258499358129599,0.45180722891566266,-25.32910893449513,-50.41379779072132,-2.2779411124890783,-31.62324138643273,0.7218947655158153,330.3981381620027,6.000000000000001,35040,1.0
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/taker/liq/ret=2.0/vol=1.5/fwd_ret_1h,176,-0.009308160113014557,-0.10930816011301464,0.4147727272727273,-19.238236179890574,-38.290827803353764,-2.3542404781830184,-23.98361902975926,0.7141275599651407,350.30164046091846,10.0,35040,1.5
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/maker/liq/ret=2.0/vol=1.5/fwd_ret_1h,176,-0.009308160113014557,-0.06930816011301456,0.4659090909090909,-12.198236179890564,-24.278762184917003,-1.492734630587028,-20.35188945675115,0.8072233491564947,350.30164046091846,6.000000000000001,35040,1.5
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/taker/liq/ret=2.0/vol=1.5/fwd_ret_4h,151,-0.06605868258571589,-0.16605868258571596,0.4370860927152318,-25.07486107044311,-49.907755496055934,-2.3236049684706934,-30.421681132138435,0.707254165666569,300.54288471362895,10.0,35040,1.5
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/maker/liq/ret=2.0/vol=1.5/fwd_ret_4h,151,-0.06605868258571589,-0.1260586825857159,0.45695364238410596,-19.034861070443103,-37.88604010751076,-1.7638980185444102,-27.39202857099118,0.7687063829919989,300.54288471362895,6.000000000000001,35040,1.5
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/taker/liq/ret=2.0/vol=2.0/fwd_ret_1h,138,-0.019458822205670752,-0.11945882220567082,0.391304347826087,-16.48531746438257,-32.959355204191496,-2.0108108329938243,-15.509194979646724,0.7040027653773452,275.9055764625385,10.0,35040,2.0
test,liquidation_proxy,2.0,reversal,fwd_ret_1h,test/maker/liq/ret=2.0/vol=2.0/fwd_ret_1h,138,-0.019458822205670752,-0.07945882220567074,0.43478260869565216,-10.965317464382563,-21.92313214568994,-1.3375040664054718,-11.885005939066318,0.7907863856127743,275.9055764625385,6.000000000000001,35040,2.0
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/taker/liq/ret=2.0/vol=2.0/fwd_ret_4h,119,-0.08385339830259074,-0.18385339830259084,0.4369747899159664,-21.87855439800831,-43.77208897704915,-2.15644782012454,-23.494047740540978,0.6931277284160937,238.08147894556657,10.0,35040,2.0
test,liquidation_proxy,2.0,reversal,fwd_ret_4h,test/maker/liq/ret=2.0/vol=2.0/fwd_ret_4h,119,-0.08385339830259074,-0.1438533983025908,0.453781512605042,-17.118554398008307,-34.24882981922648,-1.6872810078635228,-20.65792681612235,0.7505586131605648,238.08147894556657,6.000000000000001,35040,2.0
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/taker/liq/ret=2.5/vol=1.0/fwd_ret_1h,142,-0.08003153034665154,-0.18003153034665162,0.3732394366197183,-25.564477309224532,-50.88226328947319,-3.189744449730081,-23.663301772436306,0.588011592391372,282.6297326446047,10.0,35040,1.0
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/maker/liq/ret=2.5/vol=1.0/fwd_ret_1h,142,-0.08003153034665154,-0.14003153034665156,0.43661971830985913,-19.88447730922452,-39.57707398368897,-2.481036493165313,-20.315501295897665,0.6608539574146125,282.6297326446047,6.000000000000001,35040,1.0
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/taker/liq/ret=2.5/vol=1.0/fwd_ret_4h,126,-0.12405643464808304,-0.22405643464808314,0.4365079365079365,-28.231110765658475,-56.18979780252307,-2.76989348786556,-27.60642949009545,0.6313647358780087,250.78412896633938,10.0,35040,1.0
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/maker/liq/ret=2.5/vol=1.0/fwd_ret_4h,126,-0.12405643464808304,-0.18405643464808308,0.4523809523809524,-23.19111076565847,-46.15843264386948,-2.2753942350829064,-23.986003307484815,0.6856579575090027,250.78412896633938,6.000000000000001,35040,1.0
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/taker/liq/ret=2.5/vol=1.5/fwd_ret_1h,132,-0.05284749243828137,-0.15284749243828147,0.38636363636363635,-20.17586900185315,-40.15704550610087,-2.615031093852457,-22.04872706761789,0.648654377262823,262.72623034568886,10.0,35040,1.5
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/maker/liq/ret=2.5/vol=1.5/fwd_ret_1h,132,-0.05284749243828137,-0.11284749243828139,0.4393939393939394,-14.895869001853143,-29.647996292273298,-1.930680686230719,-19.37392704207579,0.7255527049245358,262.72623034568886,6.000000000000001,35040,1.5
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/taker/liq/ret=2.5/vol=1.5/fwd_ret_4h,118,-0.1313932284460952,-0.23139322844609525,0.423728813559322,-27.304400956639242,-54.34532072109886,-2.750606671260566,-26.93243299879341,0.6226405555247848,234.86132712720672,10.0,35040,1.5
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/maker/liq/ret=2.5/vol=1.5/fwd_ret_4h,118,-0.1313932284460952,-0.1913932284460952,0.4406779661016949,-22.584400956639232,-44.95086763601057,-2.2751205579058973,-24.778732021741277,0.6758392823310546,234.86132712720672,6.000000000000001,35040,1.5
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/taker/liq/ret=2.5/vol=2.0/fwd_ret_1h,106,-0.05527827526038692,-0.155278275260387,0.36792452830188677,-16.459497177601023,-32.90773229760532,-2.0645462017583154,-15.315686035768527,0.6651541918344789,211.92747177557303,10.0,35040,2.0
test,liquidation_proxy,2.5,reversal,fwd_ret_1h,test/maker/liq/ret=2.5/vol=2.0/fwd_ret_1h,106,-0.05527827526038692,-0.11527827526038703,0.41509433962264153,-12.219497177601026,-24.43063342658241,-1.5327148948233906,-11.718516186892568,0.7374725275514332,211.92747177557303,6.000000000000001,35040,2.0
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/taker/liq/ret=2.5/vol=2.0/fwd_ret_4h,95,-0.13551310365525862,-0.23551310365525874,0.42105263157894735,-22.373744847249576,-44.76280893095739,-2.3445397186618857,-22.326328899898883,0.6402738281498399,190.06504621704894,10.0,35040,2.0
test,liquidation_proxy,2.5,reversal,fwd_ret_4h,test/maker/liq/ret=2.5/vol=2.0/fwd_ret_4h,95,-0.13551310365525862,-0.19551310365525856,0.43157894736842106,-18.573744847249564,-37.160207082275406,-1.9463385685307566,-19.414692269906208,0.6904344614654438,190.06504621704894,6.000000000000001,35040,2.0
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/taker/liq/ret=3.0/vol=1.0/fwd_ret_1h,106,-0.08658384044710461,-0.18658384044710472,0.41509433962264153,-19.777887087393097,-39.5422415801318,-2.670662432878552,-20.969228126670746,0.6019970787049228,211.92747177557303,10.0,35040,1.0
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/maker/liq/ret=3.0/vol=1.0/fwd_ret_1h,106,-0.08658384044710461,-0.14658384044710465,0.46226415094339623,-15.537887087393093,-31.065142709108866,-2.0981235835379155,-18.3013650205318,0.6714171304680233,211.92747177557303,6.000000000000001,35040,1.0
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/taker/liq/ret=3.0/vol=1.0/fwd_ret_4h,94,-0.17271980471491777,-0.27271980471491786,0.39361702127659576,-25.63566164320228,-51.25378263526312,-2.8582903140542415,-25.49484335018476,0.5667452357362258,187.93568251796097,10.0,35040,1.0
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/maker/liq/ret=3.0/vol=1.0/fwd_ret_4h,94,-0.17271980471491777,-0.23271980471491777,0.4148936170212766,-21.87566164320227,-43.73635533454466,-2.439062921743352,-23.041344217124195,0.6157030525925047,187.93568251796097,6.000000000000001,35040,1.0
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/taker/liq/ret=3.0/vol=1.5/fwd_ret_1h,101,-0.03447984949479081,-0.1344798494947909,0.43564356435643564,-13.58246479897388,-27.155636087992935,-1.9012173414004558,-19.185304472342935,0.7034045058806524,201.93089291823466,10.0,35040,1.5
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/maker/liq/ret=3.0/vol=1.5/fwd_ret_1h,101,-0.03447984949479081,-0.09447984949479085,0.4752475247524752,-9.542464798973876,-19.07840037126354,-1.3357148223114224,-16.590782542401016,0.7809104155044462,201.93089291823466,6.000000000000001,35040,1.5
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/taker/liq/ret=3.0/vol=1.5/fwd_ret_4h,90,-0.15202983602721826,-0.25202983602721835,0.3888888888888889,-22.68268524244965,-45.34985034446656,-2.579338878001135,-24.612811875976814,0.592228010664072,179.93841943209028,10.0,35040,1.5
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/maker/liq/ret=3.0/vol=1.5/fwd_ret_4h,90,-0.15202983602721826,-0.2120298360272183,0.4111111111111111,-19.08268524244965,-38.15231356718294,-2.169968476677289,-22.316930195593564,0.6430461149845034,179.93841943209028,6.000000000000001,35040,1.5
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/taker/liq/ret=3.0/vol=2.0/fwd_ret_1h,85,-0.007657700188976733,-0.1076577001889768,0.4235294117647059,-9.150904516063028,-18.29554772215954,-1.2049398676209913,-10.877744358115493,0.7691404102637326,169.94184057475195,10.0,35040,2.0
test,liquidation_proxy,3.0,reversal,fwd_ret_1h,test/maker/liq/ret=3.0/vol=2.0/fwd_ret_1h,85,-0.007657700188976733,-0.0676577001889768,0.4470588235294118,-5.750904516063028,-11.497874099169461,-0.7572469053875784,-8.420349945331084,0.8474469214384102,169.94184057475195,6.000000000000001,35040,2.0
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/taker/liq/ret=3.0/vol=2.0/fwd_ret_4h,76,-0.14604570607623188,-0.24604570607623197,0.3815789473684211,-18.699473661793633,-37.38615261016831,-2.135924106005349,-20.009289370993166,0.6298018049869616,151.94799863154293,10.0,35040,2.0
test,liquidation_proxy,3.0,reversal,fwd_ret_4h,test/maker/liq/ret=3.0/vol=2.0/fwd_ret_4h,76,-0.14604570607623188,-0.2060457060762319,0.39473684210526316,-15.659473661793626,-31.308232664906583,-1.7886838895321413,-18.066289581517857,0.6780195257785533,151.94799863154293,6.000000000000001,35040,2.0
train,seasonality,21.0,hour_selection,fwd_ret_1h,train/taker/seasonality/best=21/worst=6,730,0.04470088313142289,-0.055299116868577136,0.3547945205479452,-40.36835531406131,-40.43755030088692,-3.3679461998452767,-33.2111134312423,0.652187145528446,731.2512855673638,10.0,8760,6.0
train,seasonality,21.0,hour_selection,fwd_ret_1h,train/maker/seasonality/best=21/worst=6,730,0.04470088313142289,-0.015299116868577102,0.41643835616438357,-11.168355314061284,-11.187498878192347,-0.9317798445311558,-12.213187661688774,0.8860485937773598,731.2512855673638,6.000000000000001,8760,6.0
val,seasonality,21.0,hour_selection,fwd_ret_1h,val/taker/seasonality/best=21/worst=6,364,0.043369596732503644,-0.056630403267496396,0.40384615384615385,-20.613466789368687,-41.45392288956318,-2.74384574893143,-20.0116746400946,0.7302765624366261,732.0082587749484,10.0,8760,6.0
val,seasonality,21.0,hour_selection,fwd_ret_1h,val/maker/seasonality/best=21/worst=6,364,0.043369596732503644,-0.016630403267496367,0.45879120879120877,-6.053466789368677,-12.173592538565229,-0.8057732008898795,-14.566820930735325,0.9112178869037432,732.0082587749484,6.000000000000001,8760,6.0
test,seasonality,21.0,hour_selection,fwd_ret_1h,test/taker/seasonality/best=21/worst=6,368,0.018047930346654084,-0.08195206965334594,0.3967391304347826,-30.15836163243131,-59.988245534352814,-4.560706803408244,-29.8984579191502,0.6163273119125466,731.9918311776719,10.0,8760,6.0
test,seasonality,21.0,hour_selection,fwd_ret_1h,test/maker/seasonality/best=21/worst=6,368,0.018047930346654084,-0.0419520696533459,0.44565217391304346,-15.438361632431292,-30.708572287245907,-2.334670622650462,-20.770809954506177,0.7797954824384677,731.9918311776719,6.000000000000001,8760,6.0
